	@1b # // rnal 'byor spyod pa'i sa las nyan thos kyi sa /bam po dang po / dkon mchog gsum la phyag 'tshal lo // nyan thos kyis thams cad kyi bsdus pa'i [dd] sdom gyi tshigs su bcad pa ni / rigs dang gang zag rnams dang ni // nges par sbyor dang 'jig rten pa // 'jig rten 'das pa 'di la ni // mdor na sa ni 'di dag go // sdom ni / rigs dang 'jug dang nges 'byung ba'i // ming du byas pa'i sa gsum mo // de dag rnams ni mdor bsdu na //	10.0
SBsh SayitaH vistareNa sarvAm pUrva anuBUtAm caryAm OdAra OdArika OdArika tayA anuparivAwikayA avyutkramantinte kayA samanusmaran saMjAnAti	de la de'i dran pas 'jug cing mi brjed par byed pa dang / gang du de song ba dang / 'greng ba dang / 'dug pa dang / nyal ba dang / sngon nyams su myong ba'i spyod pa rags pa go rims ma 'khrugs shing thod rgal du ma gyur pa thams cad rgya cher yang dag par rjes su dran zhing yang dag par rab tu shes pa ste /	78.39967122406573
tasyAH BAvanA anvayAt BAvanA Palam anekaviDam pUrvenivAsam samanusmarati yAvat sansA saMsA ram sa uddeSam vistareNa	de goms par byas pa'i rgyus bsgoms pa'i 'bras bu sngon gyi gnas rnam pa du ma rnam pa dang bcas yul phyogs dang bcas pa'i bar du rgya cher yang dag par rjes su dran no //	88.61442246654829
tatra nAnA prakAra Sabda sannipAta nirGoza saMjQA yasmin grAme vA	de la rnam pa sna tshogs 'dus ba'i sgra skad kyi 'du shes ni grong ngam / grong rdal lam /	86.35644332917974
nigame vA SreNyAm vA	bzo sbyangs kyi gnas sam /	71.19058300898625
pUge vA parzadi vA	'dren ma'i nang ngam /	78.42513114755803
Ayata viSAle vA gRhe	'khor gyi nang ngam /	57.826869873773475
avavarake vA	khang khyim chu zheng gab pa'am /	61.78496850620616
nAnA prakArasya jana kAyasya sannizaNNasya sannipatitasya yaH vyatimiSro vicitraH nirGozaH niScarita yaH kalakala SabdaH iti ucyate	gnas khang gang du skye bo'i tshogs rnam pa sna tshogs 'du te 'khod pa de dag gi sgra skad 'dren ma sna tshogs 'byung ba gang yin pa ste / de ni klag cor gyi sgra zhe kyang bya'o //	79.45026698387025
mahatyA vA nadyAH vahantyAH nirGozaH	yang na chu klung chen po 'bab pa'i sgra yang rung ste /	81.84852388926915
tatra nimittam udgRhya yA saMjQA BAvanA yayA samAhita BUmikena manasikAreNa AryAnAryezu Sabdezu	de la 'du shes bsgom pa gang yin pa'i mtshan ma bzung nas /	64.8710447032771
divya mAnuzyakezu dUra antikezu ABogam vArayati	mnam par gzhag pa'i sa pa'i yid la byed pa des dbus dang / mtha' 'khob pa dang / lha dang / mi'i sgra rgyab ring po dag dang / thag nye ba dag la sems gtod par byed do //	68.89873928884631
tasya asya bahulIkAra anvayAt BAvanA Palam divyam Srotram pratilaBate yena divya mAnuzyakAm kAn SabdAm bdAn SRNoti ye pi dUre ye pyantike	de lan mang du byas pa'i rgyus bsgoms pa'i 'bras bu lha'i rna ba lha'i rna ba thob par 'gyur @176a * // te ; des ni lha dang mi'i sgra rgyang ring po gang dag yin pa dang / thag nye ba gang dag yin pa rnams kyang thos par 'gyur ro //	91.66179900321335
tatra avaBAsa rUpa nimitta saMjQA	de la snang ba'i gzugs kyi mtshan ma'i 'du shes ni /	92.39754093610324
pUrvavat Aloka nimittam udgRhya tat eva nimittam manasi karoti	snga ma bzhin du snang ba'i mtshan ma bzung nas / mtshan ma de nyid yid la byed pa dang / dge pa dang mi dge ba'i las byed pa la sogs pa bye brag gi sems can sna tshogs su gyur pa dag las mchan ma bzung nas /	72.59965724894177
iyam avaBAsa rUpa nimitta saMjQA	mtshan ma de nyid yid la byed ba gang yin pa de ni snang ba'i gzugs kyi mtshan ma'i 'du shes zhes bya ste /	84.6750093821196
tasyAH BAvanA anvayAt SBsh BAvanA Palam cyuti upapAda jQAnam pratilaBate	de goms par byas pa'i rgyus bsgoms pa'i 'bras bu 'chi 'pho dang skye ba shes pa thob par 'gyur te /	89.58775599456388
yena divyena cakzuzA viSudDena vistareNa yAvat kAyasya BedAt svargatO svarga loke devezu upapadyantete	lha'i mig rnam par dag pa des ni lus zhig ste shi ba'i 'og tu bde 'gro mtho ris kyi 'jig rten du lha rnams kyi nang du skye bar 'gyur ro zhes bya ba'i bar du rgya cher mthong bar 'gyur ro //	88.84570511054827
tatra kleSa kRta rUpa vikAra saMjQA yayA rakta dvizwa mUXAnAm kroDa upanAha prayukta paridAha ahrI kyAnapatra api akleSa upakleSa paryavanadDa cittAnAm sattvAnAm rUpa avasTAm upalakz paricCinatti	de la nyon mongs pas byas pa'i gzugs rnam par 'gyur ba'i 'du shes ni ; 'du shes gang gis chags pa dang / zhe sdang dang / rmongs pa dang / khro ba dang / khon du 'dzin pa dang / 'chab pa dang / yongs su gdung ba dang / sgyu dang / g-yo dang / ngo tsha med pa dang / khrel med pa la sogs pa nyon mongs pa dang / nye ba'i nyon mongs pa kun nas dkris pa'i sems dang ldan pa'i sems can rnams kyi gzugs kyi gnas skabs la nye bar rtog par byed cing yongs su gcod par byed pa ste /	70.98453116295694
evam rUpa Araktasya rUpa avasTA Bavati rUpa vikRtiH	chags par byed pa'i gzugs rnam par gyur pa'i gzugs kyi gnas skabs ni 'di lta bu yin te /	83.5690138283464
tat yaTA udData indriya tA smita muKa tA	'di lta ste / dbang po rgod pa dang / dbang po 'dam bu ltar mthong ba dang / bzhin 'dzum par byed pa yin no //	69.62254172617648
evam rUpA dvizwasya rUpa avasTA Bavati rUpa vikRtiH	zhe sdang bar gyur pa'i gzugs rnam par gyur pa'i gzugs kyi gnas skabs ni 'di lta bu yin te / 'di lta ste /	81.20468503070639
tat yaTA muKa vivarNa tA sa gadgada svaratA kRta BRkuwitA	bzhin gyi mdog gyur pa dang / skad 'dar 'dar por gyur pa dang / khro gnyer 'dus par gyur pa yin no //	70.1534178393041
evaMrUpA mUXasya paryavasTA Bavati rUpa vikRtiH	rmongs par gyur pa'i gzugs rnam par gyur pa'i gzugs kyi gnas skabs ni 'di lta bu yin te /	79.16096818753753
tat yaTA mUka tA arTa niDi aptO= apratipadyanatA dana tA	'di lta ste /	29.127869184200584
prAkRta aprAkRtA vA vAc vyAhAra tA	lkugs pa dang / don nges par brtags pa brda mi phrad pa dang / phal ba'i tshig rjod par byed pa yin no zhes de ltar de lta bu dang mthun pa'i rnam pa dag dang /	59.13691057262489
iti eBiH AkArEH evam BAgIyEH yAvat AhrIkya anapatrApi aparyavasTitasya SBsh	ngo tsha med pa @176b dang ; khrel med pa'i bar gyis kun nas dkris par gyur pa'i gzugs rnam par gyur pa /	75.30624217485553
yA rUpa avasTA Bavati rUpa vikRtiH	gzugs kyi gnas skabs gang dag yin pa de dag las mtshan ma bzung nas /	64.05849274301144
tatas nimittam udgRhya manasi karoti	mtshan ma de nyid yid la byed cing /	84.68523240089417
tat yaTA bahulIkAra anvayAt BAvanA Palam cetaH paryAya jQAnam utpadyate	de la lan mang du byas pa'i rgyus bsgoms pa'i 'bras bu sems kyi rnam grangs shes pa 'byung ba 'gyur te /	90.34801702417133
yena para sattvAnAm para pudgalAnAm vitarkitam vicAritam manaH manasA yaTABUtam prajAnAti	des ni sems can pha rol dang gang zag pha rol rnams kyi rnam par rtog pa 'gyur te / dang / rnam par dpyod pa'i yid kyis yang dag pa ji lta ba bzhin du rab 'gyur te /	81.14321992556886
tatra vimokza aBiBvAyatana kRtsnA Ayatana saMjQA BAvanA pUrvavat veditavyA	dang / tu shes so // de la rnam par thar pa dang / zil gyis gnon pa'i skye mched dang / zad par gyi skye mched kyi 'du shes bsgom pa ni /	88.86620020172275
tat yaTA samAhitAyAm BUmO yayA BAvanayA AryAm RdDim aBinirharati	'di lta ste / sngar mnyam par bzhag pa'i sa pa'i skabs su bstan pa bzhin du rig par bya ste de dag bsgoms pas ni /	83.66765036690708
vastu pariNAminIm nErmANikImADi mokzikIm	'phags pa'i rdzu 'phrul dngos po sgyur ba dang / sprul pa dang / mos pa dang / 'di lta ste /	78.70763942604167
tat yaTA araNA praNiDi jQAnam	nyon mongs pa med pa dang / smon nas shes pa dang / so so yang dag par rig pa bzhi po 'di lta ste /	81.00953829327923
catasraH pratisamvidaH tat yaTA Darma pratisaMvid arTa pratisaMvid nirukti pratisamvit pratiBAna pratisamvit SBsh	chos so sor yang dag par rig pa dang / don so so yang dag par rig pa dang / nges pa'i tshig so so yang dag par rig pa dang / spobs pa so so yang dag par rig pa dang mngon par 'grub par 'gyur ro ; / de la 'phags pa dang / 'phags pa ma yin pa'i rdzu 'phrul la bye brag ni 'di yod do //	75.89719496408726
tatra AryAyAH ca anAryAyAH RdDeH ayam viSezaH AryayA RdDyA yat yat eva vastu pariNAmayati	'phags pa'i rdzu 'phrul ni 'di lta ste /	62.900240886476965
yat yat eva nimittam nirmiNoti tat taTA eva Bavati na anyaTA	dngos po gang dang gang sgyur bar mdzad pa dang / sprul pa gang dang / gang sprul bar mdzad pa dang / gang dag gang la mos par mdzad pa de dang de dag thams cad gzhan du mi 'gyur zhing de lta bu kho na yin te /	68.55608192235542
sarveNa tena kAryam Sakyate kartum	de dag gis bya ba byed nus pa yin no //	83.5658304263384
anAryayA na punar na taTA eva Bavati api tu	'phags pa ma yin pa'i rdzu 'phrul ni de lta ma yin te /	77.78675382787532
mAyA kArakasya eva saMdarSana mAtrakam KyAti	sgyu ma mkhan gyis sprul pa bzhin du snang ba tsam du ston par zad do //	77.628424912719
evam ABiH dvAdaSaBiH saMjQABiH bahulIkAra anvayAt yaTAyogam sa paQcAnAm aBijQAnAm AryANAm ca guNAn Am apRTagjana sanDAraNAnAm yaTAyogam aBiveditavyaH	de ltar 'du shes bcu gnyis po de dag kun du brten cing goms par byas / lan mang du byas na / 'di lta ste mngon par shes pa lnga po dag ci rigs par 'thob pa dang / 'phags pa rnams kyi yon tan so so skye bo dang thun mong ma yin ba dag kyang ci rigs pa mngon par 'grub par rig par bya'o //	85.15573989639634
tatra praTame DyAne mRdu maDya aDimAtra pariBAvitena yaTAyogam brahmakAyikAnAm	de la bsam gtan dang po dang chung ngu dang / @177a * // 'bring dang / chen por bsgoms na /	84.34672420886564
brahma purohitAnAm mahAbrahmaNAm devAnAm saBA gatAyAm upasampadyate	tshangs rigs dang / tshangs pa'i mdun na 'don dang / tshangs chen gyi lha rnams dang ci rigs par skal pa mnyam par skye'o //	91.97629891032696
dvitIye DyAne mRdu maDya aDimAtra BAvite yaTAyogam parIttAnAm ABAsvarANAm ca devAnAm saBA gatAyAm upasaMpadyate	bsam gtan gnyis ba chung ngu dang / 'bring dang chen por bsgoms na / 'od chung dang / tshad med 'od dang / 'od gsal gyi lha rnams dang ci rigs par skal pa mnyam par skye'o //	92.76428728641687
tRtIye DyAne mRdu maDya aDimAtra BAvite yaTAyogam parItta SuBAnAm	bsam gtan gsum pa chung ngu dang / 'bring dang / chen por bsgoms na /	86.12831034031339
sa pramANa SuBAnAm SuBa kRtyAnAm ca devAnAm saBA gatAyAm upasaMpadyate	dge chung dang / tshad med dge dang / dge rgyas kyi lha rnams dang ci rigs par skal pa mnyam par skye'o //	91.19666594644033
caturTe DyAne mRdu maDya aDimAtra BAvite yaTAyogamanaBrakAnAm	bsam gtan bzhi pa chung ngu dang / 'bring dang / chen por bsgoms na /	87.9411495482619
puNya prasavAnAm bRhat PalAnAm ca devAnAm saBA gatAyAm upasampadyate	sprin med dang / bsod nams skyes dang / 'bras bu che ba'i lha rnams dang ci rigs par skal pa mnyam par skye'o //	91.40760560004362
sa ced punar anAgAmI anAsraveNa DyAnena caturTena sa Asravam vyavakIrNam SBsh  BAvayati tasminsmin	gal te 'phags pa'i phyir mi 'ong bas zag pa med pa'i bsam gtan bzhi dang / zag pa dang bcas pa spel mar bsgom zhing de la yang /	88.90858438938099
mRdu maDya aDimAtra aDimAtratara aDimAtratama BAvite yaTAyogam paQcAnAm SudDAvAsAnAm devAnAm saha BAgatAyAm upasampadyate tat yaTA adahehre	chung ngu dang / 'bring dang / chen po dang / ches che ba dang / shin tu che bar bsgoms na / 'di lta ste gnas gtsang ma lnga po mi che ba dang / mi gdung ba dang / shin tu mthong dang / gya nom snang dang / 'og min gyi lha rnams dang ci rigs par skal ba mnyam par skye'o //	82.38836772672235
zu atApezu sudarSanezu akanizWezu AkASa vijQAna akiQca nya na eva saMjQAna asaMjQA yatane mRdu maDya aDimAtra BAvite AkASa vijQAna akiQca nyanava saMjQAna asaMjQA Ayatana upagAnAm devAnAm	nam mkha' dang / rnam shes dang / ci yang med dang / 'du shes med 'du shes med min skye mched chung ngu dang / 'bring dang / chen por bsgoms na yang nam mkha' dang / rnam shes dang / ci yang med dang / 'du shes med 'du shes med min skye mched du nye bar 'gro ba'i lha rnams dang skal pa mnyam par skye ste /	90.19500752542295
arUpiNaH ca devAH tasmAt tezAm sTAna antara kRtaH BedaH na asti	lha de dag ni gzugs med pas na de'i phyir de dag la gnas gzhan bye brag tu dbye ba ni med kyi /	87.69253049718087
vihAra kRtaH tu viSezaH Bavati	gnas pa'i bye brag ni yod do //	77.72086508043351
asaMjQi samApattyAm BAvita AyAma saMjQi sattvAnAm devAnAm saBA gatAyAm upasampadyate	'du shes med pa'i snyoms par 'jug pa bsgoms na ni / 'du shes med pa'i sems can lha rnams dang skal pa mnyam par skye'o //	88.83636974939823
tatra katamAni vIta rAgasya liMgAni Aha	de la 'dod chags dang bral ba'i rtags gang zhe na smras pa /	92.31495809555054
sTira kAya karmAntaH Bavati acala indriyaH na ca asya IryApaTa ASu paryAdIyate ekena ApIryApaTena ciram kAlam atinAmayati aparitasyamAnaH na tASusuIrya antaram spRhayati mandaBANI ca Bavati praSAnta BANI ca na saMgaNika ArAmaH na saMsarga ArAmaH DIrA ca asya vAc k pravartate	lus kyi las kyi mtha' brtan pa dang / dbang po mi g-yo ba dang / de'i spyod lam myur du mi 'jig pa dang / spyod lam gcig gis kyang yongs su skyo ba med cing /	22.90497954697792
cakzuzA rUpANi dRzwvA rUpa pratisamvedI Bavati na rUpa rAga pratisamvedI evam Sabda ganDa rasa sprazwavya pratisaMvedI Bavati no tu SBsh  yAvat sprazwavya rAga pratisaMvedI viSAradaH ca Bavati	dus yun ring du 'da' bar byed pa dang / spyod lam gzhan la myur du dga' bar mi @177b byed pa dang / tshig nyung ngu smra ba dang / rab tu zhi bar smra ba dang / bre mo gtam la mi dga' ba dang / 'du 'dzi la mi dga' ba dang / de'i tshig brtan par 'byung ba dang / mig gis gzugs rnams mthong nas gzugs so sor yang dag par rig par byed cing gzugs la 'dod chags kun du mi 'byung ba dang / de bzhin du sgra dang / dri dang / ro dang / reg bya so sor yang dag par rig par byed cing /	65.79267987017319
gamBIra budDiH vipula praSrabDi citta kAya upagUXaH anaBiDyA Alura vikzoByaH kzamAvAn na ca asya kAma vitarka AdayaH pApakAH cittam kzoBayanti	reg bya'i bar la 'dod chags kun du mi 'byung ba dang / 'jigs pa med pa dang / blo zab pa dang / shin tu sbyangs pa chen pos lus dang sems nye bar bskar pa dang / brnab sems med pa dang / 'khrug pa med pa dang / bzod pa dang ldan pa dang / de'i sems la 'dod pa'i rnam par rtog pa la sogs pas kun nas 'khrug pa med pa dang / de lta bu dang mthun pa dag ni 'dod chags dang bral ba'i rtags rnams yin par rig par bya ste /	66.79076698634582
iti evam BAgIyAni vIta rAga liMgAni veditavyAni iti ayam tAvat lOkika mArga gamanasya viBAgaH	de ni re zhig 'jig rten pa'i lam gyis 'gro ba'i rnam pa dbye ba yin no //	71.94820215989094
aTa lokottareNa mArgeNa gantu kAmaH Bavati tasya catvAri Arya satyAni AraBya sapta manaskArAH anupUrveNa utpadyante	gal te de 'jig rten las 'das pa'i lam gyis 'gro bar 'dod na ni /	54.948598845983454
lakzaNa pratisaMvedI dimanaskAra AdayaH prayoga nizWA Pala paryavasAnAH yAvat arhat tva prApteH tatra caturNAm Arya satyAnAm sa uddeSa viBaMgAnAm SramaNena udgRhIta yoga AcAraH su BAvita manaskAraH vA	'phags pa'i bden pa bzhi po dag las brtsams nas dgra bcom pa nyid thob kyi bar du de la mtshan nyid so sor rig pa'i yid la byed pa la sogs pa nas sbyor ba mthar thug pa'i 'bras bu yid la byed pa'i bar gyi yid la byed pa bdun po dag rim gyis 'byung bar 'gyur te / de la 'phags pa'i bden pa bzhi po mdor bstan pa dang / rgyas bar bshad pa dang bcas pa thos shing bzung la legs par bsgoms shing yid la byed pa'am /	79.52707126733672
mOla DyAnA rUpyalABI vA	bsam gtan dang gzugs med pa'i dngos gzhi thob pa'i rnal 'byor spyod pa la ni rnam pa bzhi po 'di lta ste /	68.90926638911213
caturBiH AkArEH duHKa satyasya lakzaNam pratisaMvedayate tat yaTA anitya AkAreNa duHKa AkAreNa	mi rtag pa'i rnam pa dang / sdug bsngal ba'i rnam pa dang / stong pa'i rnam pa dang / bdag med pa'i rnam pas bden pa sdug bsngal gyi mtshan nyid so sor rig par byed do // rnam pa bzhi po 'di lta ste /	86.00844731002255
anAtma AkAreNa ca caturBiH AkArEH samudaya satyasya tat yaTA hetutaH samudayataH praBavataH pratyayataH ca	rgyu'i rnam pa dang / kun 'byung ba'i rnam pa dang / rab tu skye ba'i rnam pa dang / rkyen gyi rnam pas bden pa kun 'byung ba'i mtshan nyid so sor rig par byed do // rnam pa bzhi po 'di lta ste / 'gog pa'i rnam pa dang / zhi ba'i rnam pa dang / gya nom pa'i rnam pa dang / nges par 'byung ba'i @178a * //	70.89639494425765
caturBiH AkArEH niroDa satyasya lakzaNam pratisamvedayate tat yaTA niroDataH SAntataH praNItataH niHsaraNataH ca	rnam pas bden pa 'gog pa'i mtshan nyid so sor rig par byed do // rnam pa bzhi po 'di lta ste /	73.34250127849545
caturBiH AkArEH mArga satyasya lakzaNam pratisamvedayate tat yaTA mArgataH nyAyataH pratipattitaH nEryANikataH ca	lam gyi rnam pa dang / rigs pa'i rnam pa dang / sgrub pa'i rnam ba dang / nges par 'byin pa'i rnam pas bden pa lam gyi mtshan nyid so sor rig par byed pa ste /	85.6595705257594
saH sya Bavati lakzaNa pratisaMvedI manaskAraH SBsh	de ni de'i mtshan nyid so sor rig pa'i yid la byed pa yin no //	82.2413078519622
tatra daSaBiH AkArEH duHKa satyam parIkzamANaH caturaH AkArAn anupraviSati	de la rnam pa bcus bden pa sdug bsngal la yongs su rtog par byed pa na / rnam pa bzhi po dag gis rjes su 'jug par 'gyur te /	90.91928917062437
katamEH daSaBiH tat yaTA vipariNAma AkAreNa avinASa AkAreNa viyoga AkAreNa sannihitA kAreNa DarmatA AkAreNa saMyojana banDana AkAreNa anizwa AkAreNa ayogakzema AkAreNa	bcu gang zhe na / 'di lta ste /	10.0
anupakAreNa lamBa AkAreNa asvAtantra AkAreNa ca	'gyur ba'i rnam pa dang / 'jig pa'i rnam pa dang / bral ba'i rnam pa dang / chos nyid kyi rnam pa dang / nye ba'i rnam pa dang / kun du sbyor ba dang 'ching ba'i rnam pa dang / mi sdug pa'i rnam pa dang / grub pa dang bde ba med pa'i rnam pa dang / dmigs su med pa'i rnam pa dang / rang dbang med pa'i rnam bas so //	53.42599084932929
etAn punar daSa AkArAn upapatti sADana yuktyA upaparIkzate	rnam ba bcu po de dag kyang 'thad pa sgrub pa'i rigs pas nye bar brtag par bya ste /	85.74288133562705
tatra AgamaH tAvat yaTA uktam BagavatA sarva saMskArAH anityAH	de la re zhig yid ches pa'i lung ni / bcom ldan 'das kyis 'du byed thams cad ni mi rtag pa'o zhes ji skad gsungs pa ste /	92.13690712558218
te punar saMskArAH samAsatas sattva lokaH ca BAjana lokaH ca	'du byed de dag kyang mdor bsdu na / rnam pa gnyis te / sems can gyi 'jig rten dang / snod kyi 'jig rten no //	92.81297043750428
uktaQca BagavatA sattva lokam aDikRtya paSyAmi aham BikzavaH	de la bcom ldan 'das kyis sems can gyi 'jig rten gyi dbang du mdzad nas /	86.2032016219423
divyena cakzuzA viSudDena atikrAnta mAnuzyakeNa satvAn= cyavamAnAn= ca utpadyamAnAn= ca SBsh	dge slong dag ngas lha'i spyan rnam par dag pa mi'i las shin tu 'das pas sems can 'chi 'pho ba dang /	74.22926703408194
vistareNa yAvat kAsasya BedAt sugatO svarga loke devezu upapadyante	skye pa dag nas lus zhig ste shi ba'i 'og tu bde 'gro mtho ris kyi 'jig rten lha rnams kyi nang du skye pa'i bar dag kyang gzigs so zhes gsungs pa'i rnam grangs des ni ba dang /	82.35929264100844
iti anena tAvat paryAyeNa iti anena tAvat paryAyeNa BagavatA cakzuzmatA pratyakza darSinA sattva lokasya anitya tA vyAKyAtA uktaMcaBagavatA Bavati BikzavaH sa samayaH yat dIrGasya aDvanaH tyayAt anupUrveNa yAvat saptAnAm sUryANAm loke prAdurBAvaH Bavati	/ bcom ldan 'das spyan dang ldan pa mngon sum gyis gzigs pa mnga' bas re zhig sems can gyi 'jig rten la mi rtag ba nyid bstan pa yin no // bcom ldan 'das kyis snod kyi 'jig rten gyi dbang du mdzad nas /	41.246323417175866
SBsh  tat yaTA sapta sUrya upame sUgretre	'di lta ste nyi ma bdun lta bu zhes bya ba'i mdo las /	76.59128487551654
yAvat asyAH Kalu mahA pRTivyAH sumeroH ca parvata rAjasya yAvat ca brahma lokAt BAjana lokasya dagDasya DmAtasya maziH api na prajQAyate	dge slong dag dus yun ring po 'das pa'i 'og tu 'jig rten du rim gyis nyi ma bdun 'char ba'i bar dag 'byung ba dang / sa chen po 'di dang / ri'i rgyal po ri rab dang / tshangs pa'i 'jig @178b rten gyi bar gyi snod kyi 'jig rten thams cad bsregs shing gzhob tu brlags nas / du ba yang med /	79.70936490333854
CAyikA avaSizwam api na prajQAyate	thal ba'i lhag ma yang med par 'gyur pa'i dus kyang yod /	67.22185169186508
anena paryAyeNa BagavatA BAjana lOkika loke sTAnitya tA AKyAta ayaMta imam	skabs kyang yod par 'gyur ro zhes gsungs pa'i rnam grangs des ni / bcom ldan 'das spyan dang ldan pa mngon sum du gzigs pa mnga' bas /	72.99120020364414
tAvat Apta Agamam niSritya ayam yogI SradDA aDipatA iyam sarva saMskAra anitya tAyAm niScayam pratilaBate	snod kyi 'jig rten gyi mi rtag pa nyid bstan pa yin pas na rnal 'byor pa des re zhig yid ches pa'i lung de la brten nas dad ba'i dbang du byas te / 'du byed thams cad kyi mi rtag pa nyid la nges pa thob par 'gyur ro //	82.32158934394397
