	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
yad rUpAn ca paSyAmi tena eva rUpeNa tAn aham AlapAmi saMlapAmi samuttejayAmi saMpraharzayAmi pApAt pratinivArayAmi mEtra karuNAci	sems can ci 'dra ma mthong ba de nyid kyi tshul gyis de dag la smras / yang dag par gzengs bstod / yang dag par rab tu dga' bar byas / sdig pa las bzlog /	78.05511133015499
yaTA aBiprAyeNa trizu ratnezu avEvartikAm pratizWApayAmi	byams pa dang / snying rje'i sems la bzhag ste bsam pa ji lta ba bzhin du theg pa gsum po dag la phyir mi ldog par so sor bkod do //	77.14246216014513
yAm yAm eva yakza parzadam upasaMkramAmi tatra te mAm yakzaH Awavakam iti svAgata vAcA AmantrayaMti	bdag gnod sbyin gyi 'khor gang dang gang dag tu phyin pa de dang der de dag gnod sbyin @424b 'brog gnas bde bar 'ongs sam zhes tshig tu 'bod do // de bas na /	86.70924592570155
tena me Awavakam iti nAma samAjQA udapAdi	bdag gi ming 'brog gnas zhes bya bar gyur to //	76.8482481570954
ye ca etarhi manuzyAH purANa Darma rahitAH asaMvara sTAH ekAnta kRzNa karma samAcarAH te kAlam kRtvA tRzu apAyezu upapadyaMte parittAH manuz	gang dag da ltar chos rnying pa dang bral zhing sdom pa la mi gnas te gcig tu las nag po spyod pa'i mi de dag ni / shi ba'i dus byas nas ngan song gsum du skye ste / mi'i nang du ni / nyung zad cig skye'o //	88.9708256941728
ye vyAmiSra karma samAcArAH tRzu ratnezu acala prasAdAH te kAlam kRtvA yat BUyasA pApa yakzezu pApa kawa pUtanezu upapadyaMte	gang dag las 'dren mar spyod cing / dkon mchog gsum la dad pa ma thob pa de dag ni / shi ba'i dus byas nas phal cher gnod sbyin sdig can dang / gnod sbyin lus srul po'i nang du skye'o // de bas na /	89.97767754653889
tat etarhi BUyizWataram pApa yakzezu yAvat pApa kawa pUtanezu upapadyaMte tena etarhi pApa yakzANAm yAvat kurum iya pApa kawa pUtanAnAm loke vRdDiH	da ltar 'jig rten na gnod sbyin sdig can nas gnod sbyin lus srul po'i bar du shin tu phal cher rnam par 'phel te /	58.99112139795788
sarve ca te Sukla pakzasya antarDAnAya udyuktAH	de dag thams cad kyang dkar po'i phyogs nub par bya ba'i phyir brtson pa sha stag go / de lta bas na /	86.75497333669699
tena etarhi atIva kali yuge pravartate na ca aham Bagavam CaktaH sarvakAlam tAn duzwa yakzAn yAvat duzwa kawa pUtanAt mArdava Sukla Darme	da ltar shin tu dus ngan pa la bab pas bdag gis 'jam pos ni / dus thams cad du gnod sbyin ma rungs pa nas lus srul po ma rungs pa'i bar dag chos dmar po la dgod mi nus /	80.83984726224772
na ca aham SaktaH BUyas sarva kzatriya brAhmaNa viS SUdra SramaNa strI puruza dAraka dArikA saMkzoBam praSamayitum	bdag gis rgyal rigs dang / bram ze'i rigs dang / rje'u rigs dang / dmangs rigs dang / dge sbyong dang / skyes pa dang / bud med dang / khye'u dang / bu mo 'khrugs pa rnams kyang slar zhi bar bya mi nus /	91.43713856538349
na ca gRamanagara nigama janapada rAzwra saMkzoBam praSamayitum	grong dang / grong khyer dang / grong rdal dang / ljongs dang / yul 'khor dang / pho brang 'khor 'khrugs pa'ang zhi bar bya mi nus /	84.70974817993326
na ca BUyas ham SaktaH BUtAnAm citta cEtasikezu vimukti rasam pratizWApayitum	@425a *// bdag gis 'byung po rnams kyi sems dang sems las byung ba'ang phyir zhing rnam par thar ba'i ro la dgod par yang mi nus te /	90.13021094589358
parijQAtA mayA kula putra sarva budDa tejasA sarva yakza kawa pUtanAnAm hRdaya SAWya prayoga avakramaNa jQAna tA	rigs kyi bu / gnod sbyin dang / lus srul po thams cad kyi snying la g-yo sbyor ba mi drang ba'i shes pa'ang bdag gis sangs rgyas thams cad kyi gzi brjid kyis shes so //	89.65845629715474
asti kula putra vajraKavasarI nAma BUtAnAm hRdayam mahA caNxadAruNa vidyA mantra DAraNI	rigs kyi bu / 'byung po rnams kyi snying po rdo rje nam mkha' rtog 'jug ces bya ba'i rig pa'i gsang sngags kyi gzungs kyi tshig drag pa mi bzad pa chen mo yod do //	89.37043087491111
yEH maMtra padEH prayuktEH na BUyas kaScid yakzaH vA yakziNI vA yakzam ahallakaH	gsang sngags kyi tshig de dag gis btab na; gnod sbyin nam / gnod sbyin mo'am / gnod sbyin rgan po'am /	80.71539345666426
vA yakza mahallikA vA yakza dArakaH vA yakza dArikA vA yakza pArzadaH yakza pArzadi vA rAkzasaH	gnod sbyin rgan mo'am / gnod sbyin gyi bu'am / gnod sbyin gyi bu mo'am / gnod sbyin gyi 'khor po'am gnod sbyin gyi 'khor mo'am /	86.8861010741156
vA rAkzasI vA yAvat nAgaH vA nAgI vA kuMBANxaH vA kuMBANxI vE ekAhikaH vA yAvat caturTa ko	srin po'am / srin mo'am / klu dang / klu mo dang / grul bum pho dang / grul bum mo dang / brjed byed dang / brjed byed mo'i bar dang / nyin gcig pa dang / nyin bzhi pa nas srul po'am /	86.17311170819775
vA pUtanaH vA kawa pUtanaH vA kawa pUtanA vA kawa pUtanam ahallakaH vA kawa pUtanamahallikA	srul mo'am / lus srul po'am / lus srul mo'am / lus srul rgad po'am / lus srul rgan mo'am /	79.82178660869799
vA kawa pUtana potakaH vA kawa pUtana potIkA vA kawa pUtana pArzadaH vA kawa pUtana pArzadI	lus srul gyi bu'am / lus srul gyi bu mo'am / lus srul gyi 'khor pho'am /	72.86463395505714
vA SaktAH kzatriya saMkzoBam yAvat janapada saMkzoBam vA kartum	lus srul gyi 'khor mo dag gis phyi phyir zhing rgyal rigs dkrug pa nas ljongs kyi bar du dkrug par byed mi nus so // @425b rigs kyi bu /	82.91094592517584
yatra punar kula putra gRame vA nagare vA nigame vA yAvat kuwumbika gRhe vE asyAH vajraKa vasaryAH	grong ngam / grong khyer ram /	45.43507171647116
sarva BUta hRdayAyAH mahA caNxa dAruNa vidyAyAH mantra padAnAm prakASanam syAt tatra te	grong rdal nas dmangs kyi khyim gyi bar du gang na rdo rje nam mkha' rtog 'jug ces bya ba / 'byung po thams cad kyi snying po drag pa mi bzang ba chen mo rig pa'i gsang sngags kyi tshig 'di dag bshad par gyur pa der gnod sbyin / dang /	74.65514657294412
duzwa yakza kawa pUtanAH tAm pUrva vEra anubadDAm kurum iya akuSala karma kRyAm prajahuH	lus srul po ma rungs pa de dag gis sngon 'khon du bzung zhing mi dge ba'i las byed pa de dag thams cad btang nas byams / dang / pa dang /	84.48386945032182
mEtrI karuNA mRdu cittAH sarva BUta dayA ApannAH hita cittAH BaveyuH	snying rje dang / sems 'jam pa dang / 'byung po thams cad dang / snying rje dang ldan pa dang / ban pa'i sems su 'gyur ro //	86.02160197026743
tAn ca sarvAn rAzwra kuwuMba deva nAga yakza kawa pUtana saMkzoBAm sarva candra sUrya graha nakzatra daNxa viza SastrakAKorda saMkzoBAm CArirAn ca vAta pitta Slezma sannipAta jvara eka Ahika dvEtIyaka trEtIyaka cAturTaka kuzWa marja kaNxu kAsa vI sarpa udara SUla aMga pratyaMga vyADi sapraSameyuH	yul 'khor dang / dmangs dang / lha dang / klu dang / gnod sbyin dang / lus srul po'i 'khrug pa thams cad dang / nyi ma dang / zla ba dang / gza' dang / rgyu skar dang / chad pa dang / dug dang / mtshon dang / byad dang / 'khrug pa thams cad dang / lus kyi rlung dang / mkhris pa dang / bad kan dang / 'dus pa dang / nyin gcig pa dang / nyin gnyis pa dang / nyin gsum pa dang / nyin bzhi pa'i rims dang / mdze dang / rkong pa dang / g-yan pa dang / lud pa dang / 'brum bu dang / lto na ba dang / yan lag na ba dang / nying lag gi nad dang / 'khrug pa dag zhi bar byed de /	72.39938433533048
tatra ca manuzya amanuzyAt mRga pakziNaH Sukla karmAnta aBiyuktAm sarva Baya prahINAn sarva suKa sOKya samanvitAn	de na mi dang / mi ma yin pa dang / ri dvags dang / bya la sogs pa lus dkar po'i mtha' la mngon par brtson pa / 'jigs pa thams cad @426a *// spangs pa /	86.09433638022553
rAtriMdivasA ati nAmana kuSalAm dAna dama samyam a aBiratAn aklAnta kAya cittAm boDi mArga paryezaNa aBiyuktAm kuryuH	bde ba dang / yid bde ba thams cad dang ldan pas nyin mtshan 'da' bar byed pa dang / dge ba dang / sbyin pa dang / dul ba dang / yang dag par dga' ba la mngon par dga' ba dang / lus dang / sems mi ngal bar byang chub kyi lam tshol ba la brtson par byed do //	79.6335686579258
aTa AwavakaH mahA yakza senApatiH evam Aha	yang 'di skad ces kyang smras te / rigs kyi bu /	64.99131059646606
saced me kula putrAH sarve budDAH BagavantaH ezu mantra padezu karma sidDin dadyuH	ci ste sangs rgyas bcom ldan 'das thams cad kyis bdag gi las kyi dngos grub 'di stsal zhing /	77.93508881381437
aDizWita izuH anumodeyuH yat aham etAni sarva saMkzoBa praSamana karANi sarva prasAda karANi	byin gyis rlob par mdzad de / rjes su yi rang bar mdzad nas bdag gis 'khrug pa thams cad rab tu zhi bar bgyid pa / ma rungs pa thams cad dad par bgyid pa /	87.35232957463262
sarva akuSala pakza nivArakANi sarva kuSala pakza vivarDanAni sarva BUta KavasarImaMtra padAni BAzitA	mi dge ba'i phyogs thams cad zlog par bgyid pa / dge ba'i phyogs thams cad 'phel bar bgyid pa / 'byung po thams cad kyi snying po rdo rje nam mkha' rtog 'jug ces bgyi ba'i gsang sngags kyi tshig bshad kyi /	82.61382917527854
aDitizWatu me SAkya muniH taTAgataH svara maNxala vAc vyAhAram yat aham kRtsnam idam	de bzhin gshegs pa sh'akya thub pas bdag gi dbyangs kyi dkyil 'khor gyi tshig brjod pa byin gyis brlab tu gsol /	87.25687323752108
budDa kzetram svara maNxala vAc vyAhAra akzara rutena ApUrayitvA etAm yaTAsannipAtAm parzadam	'di ltar bdag gis sangs rgyas kyi zhing 'di ma lus par dbyangs kyi dkyil 'khor gyi tshig brjod pa'i yi ge dang sgras gang par bgyis la /	86.47779388622135
svara maNxala vAc vyAhAra arTa pada vyaMjanEH paritozayeyam kurum iya aTa Kalu Sakya muniH taTAgataH Awavakam mahA yakza senApatim AmantrayA evam Aha	de bzhin du ci nas kyang 'dir lhags pa'i 'khor rnams dbyangs kyi dkyil 'khor gyi tshig brjod pa'i don tshig dang yi ges tshim par @426b bgyi'o; ;de nas bcom ldan 'das de bzhin gshegs pa sh'akya thub pas gnod sbyin gyi sde dpon chen po 'brog gnas la bos te 'di skad ces bka' stsal te //	86.8360710959869
aDizWitaH te kula putrEH budDEH BagavadBiH svara maNxala vAc vyAhAraH asyAH vajraKa vasaryAH sarva BUta hRdayAyAH maMtra DAraNyAH kRzNapaSukla pakza jvAlanAya	rigs kyi bu / nag po'i phyogs ni / skrag par bya ba dang / dkar po'i phyogs 'bar bar bya ba'i phyir sangs rgyas bcom ldan 'das 'di dag gis khyod kyi rdo rje nam mkha' rtog 'jug ces bya ba'i 'byung po thams cad kyi snying po'i gsang sngags kyi gzungs 'di'i dbyangs kyi dkyil 'khor gyi tshig brjod pa byin gyis brlabs kyi /	81.38365501069525
utsaha tvam sat puruza vadasva imAni saMkzoBa praSamana kAryAH vajraKa vasaryAH sarva BUta hRdaya mantra DAraNyAH sarva duzwa nivAraNAni man	skyes bu dam pa khyod spro bar gyis la 'khrug pa thams cad rab tu zhi bar byed kyi / pa / 'byung po thams cad kyi snying po'i gsang sngags kyi gzungs ma rungs pa thams cad zlog par byed pa rdo rje nam mkha' rtog 'jug ces bya ba'i gsang sngags kyi tshig de dag smros kyi / pa / shig / de nas gnod sbyin gyi sde dpon chen po 'brog gnas stan las langs kyi / pa / shig /	69.71545086702676
aTa awavakaH mahA yakza senApatiH utTAya AsanAt yena SAkya muniH taTAgataH tena aMjalim praNAmya kRtsnam idam budDa kzetram svareNa aBivijQa	te / de bzhin gshegs pa sh'akya thub pa de ga la bde logs su thal mo sbyar ba btud nas sangs rgyas kyi zhing 'di ma lus par dbyangs kyis go bar byed kyi / pa / shig / te / pa /	87.03044612069392
imAni ca mantra padAni BAzate sma  tat yaTA	gsang sngags kyi tshig 'di dag smras so // 'di lta ste /	82.6771285874503
Duma Duma	dhu ma dhu ma /	70.3407883644104
Dama Dama DUma DUma	dha ma dha ma / dh'u ma dh'u ma /	60.26388383634163
nili na nala nola	ni li na na la /	70.61010456085205
milA kuwanI kuwane	no la n'i la; ku ta ni /	69.64285230636597
mahA kuwane	ma h'a ku ta ni /	70.9770822244532
wawa wawaH mahAwawaH	ta ta ta to / ma h'a ta ta / aa b'a sa / aa bhi /	51.01885418016083
aBaza aBi aBi	aa bhi /	59.83849382400513
riNi riNi	ri ni ri ni /	62.4374591754033
mahAriNi riNi	ma h'a ri ni ri ni /	66.90444898605347
rimi rimi	ri mi ri mi ri mi /	88.20542855011789
rimi rimi	da ri mi /	84.38047480583191
dArimi rize	ri shi ma h'a ri shi /	72.81357550621033
mahArize Sulu Sulu	shu lu shu lu / ma h'a shu @427a *//	67.71570348739624
mahASulu Sulu	lu shu lu; shu lu dhu /	73.81425181679103
SuluTa mahA Sulu Sulu	ma h'a shu lu shu lu /	69.14020438627763
uguma	au gu ma /	81.72370100021362
guma gumana	ku ma gu ma na /	70.65162873268127
rimi rimi	ri mi ri mi /	89.78198403578538
hiri hiri hiri hiri	hi ri hi ri / hi ri hi ri / hi ri hi ri /	95.04638183989175
hiri hiri hiri hiri hiri hiri	hi ri hi ri / hi ri hi ri / hi ri hi ri /	95.87317602808882
nimi nimi	ni mi ni mi; hi ni hi ni / mu ni mu ni /	67.59571075439453
nihi nihi	buddhi li / pra ba ra srishtha / lo k'a tsarya /	32.866989612579346
muni muni budDi li pravarA sRzWa loka caryA ajine jine	dzi ni dzi ni / dzi na ri sha bhe /	74.59536913463047
jina RzaBa jinA jina jina RzaBa svAhA	dzi na dzi na dzi na ri sha bha sv'ah'a / bcom ldan 'das / grong ngam /	84.19120135351022
yatra yatra eva Bagavan grAme vA nagare vA yAvat kuwuMbika gRhe vE asyAm sarva BUta hRdaya vajra Ka va saryAm	grong khyer ram / grong rdal lam / ljongs nas dmangs kyi khyim gyi bar du gang dang gang na 'byung po thams cad kyi snying po rdo rje nam mkha' rtog 'jug ces bgyi ba /	85.05978490255241
mahA mantra pada vidyAyAm BAzyamANAyAm ye tatra duzwa yakzAH yAvat duzwa kawa pUtanAH na cittam prasAdayizyaMti na ca kAya vAc manoBiH SikzA saMvaram pratigrahIzyaMti na ca tezAm sattvAnAm kurum iya antike mEtra cittam upasTApayizyaMti tezAm arTAya aham BUyas dAruNatarANi mantra padAni BAzizye  tat yaTA	gsang sngags kyi tshig rig pa chen mo 'di bshad pa'i tshe de na gnod sbyin ma rungs pa nas lus srul po ma rungs pa'i bar du gang dag sems ma dad pa dang / lus dang / ngag dang / yid kyis bslab pa'i sngom pa yongs su mi len pa dang / sems can de dag la byams pa'i sems nye bar mi gzhog pa de dag gi don du bdag gis yang shin tu mi bzad pa'i gsang sngags kyi tshig 'di dag bshad do // 'di lta ste / aad tse /	73.48332455407053
acCe acCe	aad tse / mu ne / mu ne /	62.30413208007812
mune mune	aa ga ne /	70.82311820983887
agne hu hu	hu hu /	73.10771833147321
mune mune	mu ne mu ne / ma h'a ri shi bha /	72.71328256346963
mana ArzaBa hu hu	hu hu /	61.559678418295725
akradaNxe	aa gra dande /	78.87768534251622
ata daNxe	aa ta aa ta /	69.25902003508348
atas ati	aa bhi bhu ta /	58.712970574696854
awa hini hini	hi ni hi ni /	52.94430470466614
hiri hiri hiri hiri hiri hiri	hi ri hi ri / ti ri hi ri / hi ri hi ri hi ri /	96.51317022201863
traguma	dri gu ma /	80.64861262928356
guma guma guma	gu ma gu ma gu ma hi /	87.93640698086132
hili hili	hi li /	90.54312307494027
nili nili	ni li ni li / ma h'a ni li / sa mu dra /	82.11276769638062
mahAnili samudrameKa	me kha /	46.535104274749756
hawa hawa hawa DaraNa meKa	ha ta ha ta ha ta /	65.46134592357434
kzaBaKa kzaBaKa	dha ra na me /	50.82428516660418
pRTivI apa tejaH vAyu AkASa	dha ra na me / khaksha pa / kha ksha ba / @427b pri thi bi / aa ba te dzo ba ra yu aa ksha sha / tha tha tha /	39.55914591924816
Wa Wa Wa guMBe	gu ma bhe bha /	61.582496563593544
BagumBe	gu ma bhe /	72.45385612141003
akzi kumBe jihvA gugumBe	aa ga shi gu ma bhe /	54.787223611559185
sarva aguMBe	dzi dva gu ma bhe /	68.27417205509386
raja gumBe	sa rba da ga gu ma bhe /	67.9875356356303
saBAstu gumBe svAhA	r'a dz'a gu ma bhe / sa ma ta gu ma bhe sv'ah'a /	78.96591514470626
samanantara BAzitA ca Awavakena mahA yakza senApatinA imAni mantra padAni aTa tAvat eva sarve deva nAga yakza kawa pUtanAH kzubDAH trastAH iha sakale budDa kzetre kziti gagana sTAH pracakaMpire	gnod sbyin gyi sde dpon chen po 'brog gnas kyis gsang sngags kyi tshig 'di dag smras ma thag tu de nas de'i mod la lha dang / klu dang / gnod sbyin dang / lus srul po thams cad 'khrugs te skrag nas sangs rgyas kyi zhing 'di na sa dang nam mkha' la gnas pa thams cad 'dar ro //	86.44356404118341
aTa tad kzaNAt eva sarvezAm budDAnAm BagavatAm puratas prAMjalayaH trizkRtvA evam AhuH	de nas skad cig de la sangs rgyas bcom ldan 'das thams cad kyi spyan sngar thal mo sbyar te lan gsum du 'di skad ces sangs rgyas thams cad la phyag 'tshal lo //	87.97519313870785
namaH sarva budDeByaH namaH namaH sarva budDeByaH	phyag 'tshal lo // sangs rgyas thams cad la phyag 'tshal lo //	90.53122001404658
parama dAruNAni etAni anena Atavakena mahA yakza senApatinA sarva BUta hRdaya avakrAnti maMtra padAni BAzitAni	gnod sbyin gyi sde dpon chen po 'brog gnas gyis shin tu mi bzad pa 'byung po thams cad kyi snying la gnon pa'i gsang sngags kyi tshig rnams smras so //	85.68368895414322
mahAsannipAtAt mahAyAna sUtrAt ratna ketu parivartAt dvAdaSame Awavaka parivartaH samAptAH kurum iya xiii	zhes brjod do // 'dus pa chen po rin po che tog gi gzungs las / 'brog gnas kyi le'u ste bcu gnyis pa'o ////	81.78223719026177
aTa Kalu te sarve budDAH BagavantaH svezu svezu budDa kzetrezu gagana nimittAni pradarSayAm AsuH pratyutTAna nimittAni ca	de nas sangs rgyas bcom ldan 'das de dag bzhengs pa'i brda dang / rang rang gi sangs rgyas kyi zhing du gshegs pa'i brda bstan to //	79.63335391282507
aTa tAvat eva sarvAvatIyam parzA kziti gagana sTAH ca sattvAH pracakaMpire	de nas de'i mod la thams cad dang ldan pa'i 'khor dang / sa dang nam mkha' la gnas pa'i sems can rnams kyang rab tu 'dar /	88.13987178174656
sarvAvatI ca iyam BUH cakaMpe	thams cad dang ldan pa'i sa 'di yang @428a *//	65.40978495971017
naBasi puzpa vRzwiH vavarza	g-yos; nam mkha' las kyang me tog gi char bab /	66.2584159069873
antarIkzAt ca tUrya kowyaH parAjaGnuH	bar snang las kyang sil snyan bye ba'i sgra byung / spos dang / bdug pa thams cad kyang shin tu byung /	79.46326051393935
sarva ganDa DUpAm pramumucuH sarvam ca idam budDa kzetram avaBAsena sPuwam aBUt prAMjaliH sarvA parzad tasTO	sangs rgyas kyi zhing thams cad kyang snang bas khyab par byas nas 'khor thams cad thal mo sbyar te 'khod do //	82.86153243413283
aTa Kalu brahmA sahAMpatiH mahA candana ganDam taTAgatam papracCa kiyatA Bagavam kuSala mUlena te samanvAgatA BavizyaMti katiBiH vA DarmEH aDizWitAH	de nas de bzhin gshegs pa tsandan gyi dri chen po la mi mjed kyi bdag po tshangs pas gsol pa / bcom ldan 'das /	63.80198429497591
te sattvAH BavizyaMti budDEH BagavadBiH ye na Agate Dvani imam Darma paryAyam udgrahIzyaMti DArayizyaMti evam ukte BagavAm sa mahA candana ganDaH taTAgataH tam brAhmaNam sahAMpatim etat avocat	ma 'ongs pa'i dus na gang dag chos kyi rnam grangs 'di 'dzin pa dang / 'chang ba dang / klog pa dang / kun chub par byed pa dang / gzhan dag la'ang rgya cher yang dag par rab tu bstan pa dang / yi ger 'bri ba dang / bris nas 'chad par bgyid pa'i sems can de dag dge ba'i rtsa ba ji tsam dang ldan par 'gyur; sems can de dag sangs rgyas bcom ldan 'das rnams kyis chos du zhig gis byin gyis brlabs par 'gyur / de skad ces gsol pa dang / bcom ldan 'das de bzhin gshegs pa tsandan gyi dri chen pos mi mjed kyi bdag po tshangs pa la 'di skad ces bka' stsal to // tshangs pa /	59.72700695746013
yaTA eva brahmam zaz DAtavaH sarva budDEH aDizWitAH mAra pakza vigraha arTam sarva kali yuga praSama arTam sarva sattva paripAka arTam sat Darma netryAH cira sTiti arTam mArga viSudDi arTam evam sarva budDa boDisattvEH daSaBiH DarmEH te sattvAH aDizWitAH ye na Agate Dvani imam Darma paryAyam udgrahIzyaMti yAvat liKitvA DAray	ci nas bdud kyi phyogs tshar gcad pa dang / 'thab pa'i rnyog pa thams cad zhi bar bgyid pa dang / sems can yongs su smin par bya ba dang / dam pa'i chos yun ring du gnas par bya ba dang / lam rnam par dag par bya ba'i phyir sangs @428b rgyas thams cad kyi khams drug byin gyis brlabs so // de bzhin du gang ma 'ongs pa'i dus na chos kyi rnam grangs 'di 'dzin pa nas bris te 'chang ba'i bar gyi sems can de dag sangs rgyas dang byang chub sems dpa' thams cad kyis chos bcus byin gyis brlab bo //	85.47967173969333
katamEH daSaBiH kurum iya	bcu gang zhe na / tshangs pa / 'di lta ste /	84.57794159108943
yat uta iha brahman te sattvAH sarva budDa boDisattvEH sarvezAm deva nAga yakza ganDarva rAkzasa kuMBANxAnAm nyAyataH parittAH nitya kAlarakzitavyAH	sangs rgyas dang / byang chub sems dpa' thams cad kyis lha dang / klu dang / gnod sbyin dang / dri za dang / lha ma yin dang / nam mkha' lding dang / mi 'am ci dang / lto 'phye chen po dang / srin po dang / grul bum de dag la khyod kyis sems can de dag rtag tu srungs shig / gnod pa las zlog cig / lus dang / ngag dang / yid kyi las dge ba la tshud cig /	75.58163825203255
anarTAt pratinivArayitavyAH kuSale kAya vAc manaskarmaNi niyojayitavyA udAra anna pAna upaBoga pariBoga Arogya kOSalyena Atma jIvita parityAge	zas dang / skom dang / longs spyod dang / kun spyod pa mang po dang / nad med pa la mkhas pas bdag gi srog dang yang bsngos la /	70.93151063176417
te sattvAH sanDArayitavyA nirdozANi ca tezAm smRtimati gati pratiBAna kOSalyAni BavizyaMti	sems can de dag bzung bar gyis shig / ces rig pas gtad nas de dag gi dran pa dang / blo gros dang; rtogs pa dang / spobs pa la mkhas pas skyon med par 'gyur ro //	87.7419469662773
